img_feature_pred_1,img_feature_pred_2,img_feature_pred_3,Sentiment_Score,hour,num_words,thumbnail_height,web_site,envelope,library,comic_book,menu,jigsaw_puzzle,scoreboard,monitor,screen,digital_clock,mountain_bike,book_jacket,dank_or_not
0.24642116,0.15599976,0.120720066,0.27,19,1,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99649745,0.001467692,0.0007065426,0.49,1,3,140.0,1,0,0,0,1,0,0,0,0,0,0,1,0
0.4271405,0.16030009,0.11356197,0.5,12,7,140.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.09314054,0.07001157,0.060095925,0.41,12,8,76.0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.05935011,0.047493964,0.034131162,0.49,1,3,113.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.05935011,0.047493964,0.034131162,0.53,17,2,110.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.9963336,0.00053530216,0.00053414865,0.42,14,20,92.0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.05935011,0.047493964,0.034131162,0.62,17,2,140.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.05935011,0.047493964,0.034131162,0.6,8,2,140.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.45180434,0.41587055,0.034945793,0.45,11,6,140.0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.05935011,0.047493964,0.034131162,0.49,12,2,134.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.05935011,0.047493964,0.034131162,0.49,12,1,140.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.05935011,0.047493964,0.034131162,0.29,4,2,140.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.7575304,0.043158766,0.029885568,0.44,17,1,104.0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.24016902,0.23599409,0.11489364,0.42,8,8,140.0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.05935011,0.047493964,0.034131162,0.41,16,1,140.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.256315,0.18729992,0.13693747,0.5,12,4,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.94803834,0.011526863,0.007593287,0.62,10,7,140.0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.94600195,0.038534954,0.01259734,0.57,20,7,136.0,1,0,0,1,0,0,0,0,0,0,0,1,0
0.05935011,0.047493964,0.034131162,0.45,11,0,126.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.9520991,0.0070512504,0.0037605553,0.41,13,14,140.0,1,0,0,0,1,0,0,1,0,0,0,0,0
0.49651495,0.35177773,0.0307943,0.5,22,3,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05935011,0.047493964,0.034131162,0.31,22,2,140.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.3555491,0.18178472,0.102331564,0.49,15,5,140.0,0,0,0,1,0,0,1,0,0,0,0,1,0
0.05935011,0.047493964,0.034131162,0.41,19,1,98.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.516689,0.45848545,0.0037990932,0.61,16,15,140.0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.8870562,0.035410814,0.016878858,0.42,14,9,140.0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.52503914,0.16047445,0.08696285,0.59,20,2,140.0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.20426476,0.10219606,0.07791069,0.48,11,33,140.0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.6743387,0.19365083,0.0059353774,0.3,9,3,114.0,1,0,0,1,0,0,0,0,0,0,0,1,0
0.1036034,0.06477745,0.039737105,0.5,3,3,140.0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.91800755,0.046349403,0.010574387,0.5,2,3,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.80044013,0.093319856,0.0059864125,0.48,23,3,137.0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.16673508,0.12051389,0.049755424,0.49,22,0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05935011,0.047493964,0.034131162,0.43,2,1,140.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.05935011,0.047493964,0.034131162,0.21,18,3,78.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.05935011,0.047493964,0.034131162,0.51,2,2,140.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.05935011,0.047493964,0.034131162,0.49,20,1,140.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.043150816,0.03263063,0.030524611,0.71,17,3,81.0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.35775834,0.23063132,0.1893149,0.49,23,3,140.0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.05935011,0.047493964,0.034131162,0.41,23,3,140.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.42928383,0.26082242,0.10890523,0.51,6,1,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05935011,0.047493964,0.034131162,0.49,13,0,140.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.31444585,0.23406708,0.14196981,0.51,15,1,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19759244,0.0918325,0.025598528,0.52,6,5,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.47710142,0.41089743,0.077371694,0.59,13,4,140.0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.279641,0.06685384,0.044348735,0.42,10,2,118.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25338253,0.06999026,0.052854396,0.44,2,6,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23401326,0.10282498,0.08509544,0.19,17,5,123.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05935011,0.047493964,0.034131162,0.5,18,0,89.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.98556966,0.0012704991,0.00097066775,0.39,9,15,140.0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.13029206,0.102103636,0.08783893,0.49,22,2,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31666,0.2896365,0.22069335,0.44,0,2,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.97073394,0.0051527815,0.0039251875,0.49,8,15,140.0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.15343936,0.09231863,0.078846164,0.49,21,1,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13208835,0.089502536,0.053787988,0.39,20,8,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.50951886,0.027040528,0.020992843,0.5,7,7,114.0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.05935011,0.047493964,0.034131162,0.43,6,1,93.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.05935011,0.047493964,0.034131162,0.5,10,0,77.0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.938732,0.057988264,0.0012035826,0.59,9,3,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13703626,0.094407655,0.061208665,0.5,8,5,140.0,0,0,0,0,0,0,0,0,0,0,0,1,0
